"id","edad","sex","tipouni","perfil","exed","acreedu","exin","acreinv","grupoinv","nart","autprin","njcr","nh1","nh2","nh5","nh3","nh4","pubnohh","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","priorpub","util","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","mp1","mp2","mp3","mp4","mp5","mp6","mp7","mp8","mp9","mp10","mp11","mp12","mp13","mp14","mp15","mp16","mp17","mp18","mp19","mp20","mp21","mp22","mp23","mp24","mp25","mp26","mp27","mp28","otro","pais.r","area.r"
278,39,"Hombre","Pública","Personal docente e investigador",5,1,10,1,1,21,17,21,1,0,0,0,0,"Sí",0,1,0,1,0,1,1,1,0,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Panamá","Ciencias naturales e ingeniería"
279,40,"Hombre","Pública","Personal docente e investigador",15,1,11,1,1,92,30,30,0,0,1,0,0,"No lo tengo claro",0,0,0,1,1,1,1,1,0,1,"Resolver","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"-","Argentina","Ciencias naturales e ingeniería"
281,54,"Hombre","Pública","Personal de investigación",0,0,5,0,1,5,3,5,0,0,0,1,1,"No lo tengo claro",0,0,1,0,0,0,1,1,0,0,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,"","España","Ciencias naturales e ingeniería"
282,44,"Hombre","Pública","Personal docente e investigador",12,1,22,1,1,95,53,93,0,0,0,0,1,"Sí",0,0,0,1,0,1,1,0,0,1,"Resolver","Conocimiento",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","España","Ciencias naturales e ingeniería"
283,49,"Mujer","Pública","Personal docente e investigador",25,1,27,1,1,50,5,40,1,0,0,0,1,"Sí",0,0,0,1,0,1,1,1,0,1,"Difundir","Conocimiento",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,"","Argentina","Ciencias naturales e ingeniería"
284,47,"Hombre","Pública","Personal docente e investigador",22,1,23,1,1,12,5,12,0,0,1,0,1,"Sí",0,0,0,0,0,1,1,0,0,1,"Descubrir","Aplicabilidad",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,"","Argentina","Ciencias de la vida y médicas"
285,38,"Mujer","Pública","Personal docente e investigador",15,1,15,1,0,35,20,6,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,1,0,1,"Resolver","Aplicabilidad",0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Esta investigación es bien importante. La ciencia lamentablemente se ha convertido en un negocio. Y ni que hablar de las publicaciones científicas. La mayoría de las veces los investigadores están atados tambien a las políticas de los departamentos o universidades donde trabajan. Los profesores piden a los alumnos de tesis la obligación de ponerlos como autores en eventos, publicaciones, etc. Lo más triste en algunos casos es que los alumnos se esfuerzan por ejemplo en las tesis de doctorados y los tutores quieren aparecer muchas veces sin haber leido o participado en el estudio. A los ojos de otros, si el artículo es bien publicado es porque el tutor tomó parte en el asunto y no por la valía de dicho alumno. La verdad suele quedar emmascarada porque todo el mundo juega el juego ya que es la única forma de avanzar. Muchas gracias por realizar esta investigacón y agradecida de haber recibido el correo de la encuesta. Les deseo éxitos!","Cuba","Ciencias naturales e ingeniería"
286,71,"Hombre","Pública","Personal docente",36,1,26,1,1,75,4,75,1,0,0,0,0,"Sí",0,0,1,0,1,1,1,1,1,0,"Resolver","Conocimiento",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Utilizar personal de apoyo sin citarlos como autores, se justifica en el hecho de que hay personal de apoyo rentado y que recibe estipendio. Estos deberían estar en la sección AGRADECIMIENTOS.","Perú","Ciencias de la vida y médicas"
287,49,"Mujer","Privada","Personal de investigación",5,0,20,0,1,28,23,28,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,0,1,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Creo que falta una pregunta sobre lo que conocemos que hacen otros supuestos investigadores. Todo lo que señalan aquí es algo que un personaje conocido hace en este país. Algunos cometen algunas de las malas prácticas. Yo definitivamente no. Faltan algunas malas prácticas, como las de usar las redes sociales para favorecer un pensamiento científico pero dárselas de ""investigador"", ""científico"". Tener un puesto político en el que se usa ""la ciencia"" ""la técnica"" para tomar decisiones corruptas y justificar que eso se hace porque la persona es ""técnica"". Habría sido interesante preguntarnos sobre casos específicos. Yo tengo al menos dos casos completamente públicos sobre malas prácticas (tomar los datos de albergues de mujeres tomando pruebas de Covid gratuitas para publicar los resultados con los nombres de los albergues de mujeres), y comprar pruebas LAMP, decir que son PCR, luego hacer que Science saque un artículo en defensa diciendo que esas personas son ""científicas"" y omitir que las muestras se procesaban a 500 km del lugar de toma de muestra, sin ningún aporte a la humanidad. Etc.","Ecuador","Ciencias sociales y del comportamiento"
288,29,"Hombre","Pública","Personal de investigación",0,0,8,1,1,15,6,13,0,0,0,0,1,"Sí",0,0,1,0,1,1,1,0,0,1,"Descubrir","Conocimiento",0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,"","Perú","Ciencias de la vida y médicas"
290,48,"Hombre","Pública","Personal docente e investigador",20,1,18,1,1,81,63,7,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,0,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Ecuador","Arte y humanidades"
292,43,"Hombre","Pública","Personal docente e investigador",8,0,4,0,0,17,15,15,1,0,0,0,0,"Sí",0,0,0,1,0,0,1,0,0,0,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"","Ecuador","Ciencias naturales e ingeniería"
293,55,"Hombre","Pública","Personal de investigación",0,0,24,1,1,52,24,48,1,0,0,0,0,"Sí",0,0,1,1,0,1,0,1,1,0,"Descubrir","Conocimiento",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,"","Chile","Ciencias naturales e ingeniería"
294,47,"Hombre","Pública","Personal docente e investigador",15,0,15,0,1,30,30,21,1,0,0,0,0,"Sí",0,0,0,0,0,0,0,0,1,0,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"interesante tema. En ciencia poítica hay una serie de manejos fraudulentos como los aquí señalados","Ecuador","Ciencias sociales y del comportamiento"
295,54,"Hombre","Pública","Personal docente e investigador",26,1,29,1,0,41,30,5,1,0,0,0,0,"Sí",0,1,0,1,1,1,1,1,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Hola. 
He sido testigo de las malas prácticas que ustedes mencionan, y muchas veces eso se resuelve por sí solo, en cuanto que quienes lo hacen no suelen llegar a publicar en las mejores revistas, sino en la de su Departamento, su facultad, apoyándose en sus amigos, eso sucede en el Tercero, Segundo y Primer mundos (si acaso vale tal distinción aún, claro).  Trabajo en Venezuela y suele suceder, así como todas las otras prácticas que Uds mencionan.  Solución: hay muchas que se podrían ejecutar, pero el problema es el contexto social: en líneas generales, la ética científica del alemán es muy distinta de la del venezolano, dado que el medio social venezolano se ha ido corrompiendo y la academia no escapa a ello, muy al contrario.  
Por otra parte, los científicos de países como el nuestro necesitamos de apoyo verdadero por parte de las editoriales internacionales más grandes, no solamente exoneraciones, lo cual es muy bueno, sino que nos traduzcan al Inglés nuestros textos gratuitamente, simplemente porque carecemos del dinero para pagar la traducción, pues en muchas ocasiones apenas ganamos para sobrevivir. Debido a ello, seguramente mucha investigación con resultados valiosos se queda en la oscuridad o es publicada en revistas de escasa difusión y carácter apenas local. 
Otro problema gravísimo y es de las universidades, es el Inbreeding, que solamente ingresan mediante concursos amañados los amigos y parientes de los jurados; esto es una PLAGA en Venezuela, y no es algo nuevo.  Yo no soy personal estable de una universidad, sólo he trabajado en muchas siempre como invitado, por honorarios profesionales, a pesar de tener Pregrado, Maestría, Doctorado, y haber sido miembro del PPI, del PEI-ULA y del PEII, con más de 40 publicaciones en revistas de 6 países.  De haber sido personal estable ya me habría jubilado, pero nada, en cada concurso que participé, ya el cargo tenía nombre y apellido y todo se convierte en una burla para los profesionales que hacemos de comparsa.
Bueno, habría que decir muchas cosas, pero será en otra oportunidad, si llevan a cabo entrevistas, cuenten conmigo; no necesito el anonimato, pues hace años que vengo formulando estas críticas en privado y en público.
Atte.: Antonio Velasco.","Venezuela","Ciencias sociales y del comportamiento"
296,61,"Hombre","Pública","Personal docente e investigador",30,1,35,1,1,312,280,280,1,0,0,0,0,"Sí",0,0,1,0,0,1,1,0,1,0,"Difundir","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,"","España","Ciencias naturales e ingeniería"
297,45,"Prefiero no decirlo","Privada","Personal docente e investigador",18,1,20,1,1,120,25,78,1,0,0,0,0,"Sí",0,0,0,1,0,0,1,0,1,0,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"Ninguno","Colombia","Ciencias de la vida y médicas"
298,32,"Hombre","Pública","Personal de investigación",0,0,4,0,1,9,7,3,1,0,1,0,0,"Sí",0,0,0,0,0,1,1,1,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,"","Uruguay","Ciencias naturales e ingeniería"
299,51,"Mujer",NA,"Personal docente",18,1,12,1,0,55,10,30,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,0,1,"Descubrir","Conocimiento",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,"","Otro","Ciencias de la vida y médicas"
300,39,"Hombre","Pública","Personal docente e investigador",9,0,14,0,1,45,44,14,1,0,0,0,0,"Sí",0,0,0,1,0,1,0,1,1,1,"Descubrir","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,"Algunas preguntas se enfocan mucho en el uso de hipótesis. En ciencias sociales (y en humanidades), muchas veces, se trabaja sin hipótesis. Las preguntas que ponen, si, por ejemplo, se adapta al material para encajar con la hipótesis, no necesariamente tienen sentido. Con una pregunta de investigación (bien formulada), un problema así no puede darse.","Ecuador","Ciencias sociales y del comportamiento"
302,56,"Hombre","Pública","Personal docente e investigador",25,1,20,1,1,100,10,60,1,0,0,0,0,"Sí",0,1,0,0,0,0,1,0,0,1,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Colombia","Ciencias de la vida y médicas"
304,28,"Mujer","Pública","Personal docente e investigador",5,0,5,0,1,10,2,0,0,1,0,0,0,"Sí",0,0,1,1,0,0,0,0,0,0,"Reputación","Aplicabilidad",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,"Debemos aprender aun muchisimo respecto a como proceder en la investigacion científica, falta formación básica en el tema para los docentes latinoamericanos.","Uruguay","Ciencias de la vida y médicas"
305,44,"Mujer","Pública","Personal docente e investigador",8,0,22,0,1,46,29,46,1,0,0,0,1,"Sí",0,0,0,1,0,1,1,0,0,0,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,"","España","Ciencias de la vida y médicas"
306,43,"Hombre","Privada","Personal docente e investigador",12,0,14,1,0,30,15,22,1,0,0,0,0,"No lo tengo claro",0,0,1,0,0,1,0,0,1,1,"Difundir","Conocimiento",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,"","Chile","Ciencias sociales y del comportamiento"
307,39,"Hombre","Pública","Personal docente e investigador",4,1,14,1,1,25,14,22,1,0,0,0,0,"No",0,0,0,0,0,1,1,0,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,"Dentro del cuestionario también deberían incluir prácticas como:

1. Inclusión de autores a la publicaciones para subir sus indicadores académicos o salariales a cambio de dinero o favores

","Colombia","Ciencias naturales e ingeniería"
308,45,"Hombre","Pública","Personal docente e investigador",4,0,10,1,1,6,4,4,1,0,0,0,0,"Sí",0,1,0,1,0,1,0,0,1,1,"Descubrir","Conocimiento",0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,"Son necesarios este tipo de estudios, los cuales pueden darnos respuestas sobre los comportamientos de los docentes e investigadores al investigar y publicar sus resultados. ","Colombia","Ciencias naturales e ingeniería"
310,55,"Hombre","Pública","Personal de investigación",30,1,30,1,1,15,15,10,0,0,0,0,1,"No lo tengo claro",0,0,0,0,0,1,0,0,0,0,"Difundir","Aplicabilidad",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ninguno","Perú","Ciencias naturales e ingeniería"
311,55,"Mujer","Pública","Personal docente",10,0,5,0,0,10,10,1,0,1,0,0,0,"No",0,0,0,0,1,0,0,0,0,0,"Difundir","Conocimiento",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"","Ecuador","Ciencias sociales y del comportamiento"
312,47,"Hombre","Pública","Personal docente e investigador",20,1,20,1,1,45,30,17,1,0,0,0,0,"Sí",0,1,1,0,0,1,0,0,0,1,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Colombia","Ciencias sociales y del comportamiento"
314,59,"Hombre","Pública","Personal de investigación",0,0,20,1,1,30,15,10,1,0,0,0,1,"Sí",0,1,1,1,1,1,1,1,1,0,"Descubrir","Aplicabilidad",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,"","Cuba","Ciencias naturales e ingeniería"
316,44,"Mujer","Privada","Personal docente e investigador",10,0,15,0,1,17,9,16,1,0,0,0,0,"Sí",0,0,1,0,0,1,1,0,1,1,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,"","Chile","Ciencias naturales e ingeniería"
317,38,"Hombre","Privada","Personal docente e investigador",16,1,16,1,1,99,85,99,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,1,1,"Difundir","Aplicabilidad",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,"","Honduras","Ciencias de la vida y médicas"
318,48,"Mujer","Pública","Personal docente e investigador",22,0,26,1,1,39,39,15,1,0,0,0,0,"Sí",0,0,1,0,1,0,0,0,1,0,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,"Haría una reflexión en relación con la relación incentivos/motivación, pero creo que las cuestiones vinculadas con la presión por publicación y la forma de evaluar de la CNEAI es de sobra conocida. ","España","Ciencias sociales y del comportamiento"
319,53,"Hombre","Pública","Personal docente e investigador",25,0,25,0,0,31,28,26,1,0,0,0,0,"Sí",1,0,0,0,0,0,0,0,0,0,"Reputación","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,"","Venezuela","Ciencias naturales e ingeniería"
321,33,"Mujer","Pública","Personal docente e investigador",6,0,6,0,1,14,13,12,1,0,0,0,0,"Sí",0,0,1,1,0,0,1,0,1,0,"Difundir","Conocimiento",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,"","Ecuador","Ciencias sociales y del comportamiento"
322,36,"Hombre","Pública","Personal docente e investigador",13,1,13,1,1,32,17,32,0,0,0,0,1,"Sí",0,0,1,1,0,1,0,0,1,1,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"algunas de las prácticas señaladas como potencialmente equivocadas me resultaron un tanto ambiguas. Por ejemplo: ""cambiar la hipótesis de investigación en función de los resultados"". Hay situaciones en las que eso constituye una práctica equivocada, pues genera una ilusión estadística de que, dada la poca probabilidad a priori de que una hipótesis muy disruptiva termine siendo verdadera, el hecho de que los resultados confirmen dicha hipótesis aparenta ser, precisamente, una confirmación. Cuando en realidad es una hipótesis ad hoc construida para que se ajuste a los resultados. Eso, presentado así, está mal. Pero es distinto de una dinámica que considero casi cotidiana: ""tengo hipótesis A. Realizo experimentos. Experimentos demuestran que hipótesis A es incorrecta. FIN DE ESE TRABAJO, pero... ahora tengo hipótesis B. Realizo NUEVOS experimentos, que se suman a los anteriores""... creo que así es un poco como funciona la ciencia. Por eso marqué la opción de ""si los resultados no se ajustan a la hipótesis, modifico la hipótesis"", pero no entendido como una operación al final del proceso experimental (eso estaría mal) sino al principio de un NUEVO proceso experimental, que se nutre de los frustrados resultados anteriores. ","Uruguay","Ciencias de la vida y médicas"
323,61,"Hombre","Pública","Personal docente e investigador",32,1,15,1,1,51,18,16,0,1,0,0,0,"No",0,0,0,0,0,1,1,1,0,0,"Requisitos","Conocimiento",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,"El material presentado es de suma importancia, porque permite percibir la ética que el investigador debe mantener en el proceso de investigación. ","Ecuador","Ciencias de la vida y médicas"
324,28,"Mujer","Pública","Estudiante de doctorado",3,0,3,1,1,2,2,2,1,0,0,0,0,"Sí",0,0,1,1,0,1,0,0,1,0,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"","Argentina","Ciencias naturales e ingeniería"
325,63,"Hombre","Pública","Personal docente e investigador",40,1,15,1,1,35,25,20,1,0,0,0,0,"Sí",0,0,0,0,0,0,1,0,0,0,"Resolver","Aplicabilidad",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,"","Argentina","Ciencias naturales e ingeniería"
327,50,"Hombre","Privada","Personal docente e investigador",12,1,10,1,1,53,43,12,1,0,0,0,0,"Sí",0,0,0,0,0,0,1,1,1,1,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N/A","Colombia","Ciencias naturales e ingeniería"
329,47,"Hombre","Pública","Personal docente e investigador",10,0,10,1,1,12,4,3,1,0,0,0,0,"Sí",0,1,1,0,0,1,0,1,0,0,"Difundir","Aplicabilidad",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Uruguay","Ciencias naturales e ingeniería"
330,64,"Hombre","Privada","Personal docente e investigador",27,1,27,1,1,83,52,73,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,1,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ninguno.","Ecuador","Ciencias de la vida y médicas"
331,61,"Hombre","Privada","Personal docente e investigador",10,1,8,1,1,15,4,12,0,0,1,0,0,"Sí",0,0,0,0,0,0,1,0,0,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,"","Ecuador","Ciencias de la vida y médicas"
332,58,"Hombre","Pública","Personal docente e investigador",30,1,30,1,1,121,65,61,1,0,0,0,1,"Sí",0,0,1,0,0,1,1,1,1,1,"Descubrir","Conocimiento",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Bolivia","Ciencias naturales e ingeniería"
334,28,"Hombre","Privada","Personal docente e investigador",6,1,9,1,1,57,30,57,1,0,0,0,0,"Sí",1,0,1,1,0,1,1,1,1,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,"","Perú","Ciencias de la vida y médicas"
336,45,"Hombre","Pública","Personal docente e investigador",6,1,6,1,1,25,14,10,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,0,1,0,"Resolver","Aplicabilidad",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,"","Chile","Ciencias sociales y del comportamiento"
338,37,"Hombre","Privada","Personal de investigación",9,1,5,0,1,43,10,43,1,0,0,0,1,"Sí",0,1,0,0,0,0,1,0,0,1,"Resolver","Conocimiento",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,"","Chile","Ciencias de la vida y médicas"
339,36,"Hombre","Pública","Personal docente e investigador",8,0,12,1,1,11,6,5,0,0,1,0,0,"No lo tengo claro",1,0,0,0,0,0,1,1,1,0,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,"Considero oportuna la investigación que realizan pero recomiendo que en las preguntas sobre la indexación de las publicaciones agreguen la opción de no sé, pues en mi caso, verdaderamente no estoy claro el número exacto de publicaciones indexadas a JCR. Asimismo sucede con otras respuestas de si o no, creo que agregar la opción se no sé pudiera ser útil. Gracias por su invitación","Cuba","Ciencias naturales e ingeniería"
